"XG"
"GYG2"
"XG"
"CD99"
"XGPY2"
"XG"
"GYG2"
"CD99"
"ARSF"
"ARSD"
"ARSE"
"ARSH"
"XGPY2"
"ARSF"
"VCX3A"
"PNPLA4"
"VCX3B"
"VCX2"
"VCX3B"
"FAM9A"
"KAL1"
"PPEF1"
"PHKA2"
"GPR64"
"FAM47A"
"SYTL5"
"CXorf27"
"SSX5"
"SSX6"
"ZNF630"
"SPACA5"
"SPACA5B"
"SSX9"
"SSX1"
"ZNF182"
"SSX6"
"ZNF630"
"SSX6"
"ZNF630"
"SPACA5"
"SPACA5B"
"MAGEE2"
"LOC442459"
"PCDH19"
"RNF128"
"MUM1L1"
"SERPINA7"
"TBC1D8B"
"RBM41"
"IL1RAPL2"
"RIPPLY1"
"CXorf57"
"NRK"
"CLDN2"
"MORC4"
"NUP62CL"
"SPANXA1"
"SPANXA2"
"MAGEA1"
"NCRNA00115"
"LOC643837"
"H6PD"
"SPSB1"
"H6PD"
"SPSB1"
"TMEM51"
"CROCCL2"
"NBPF1"
"ESPNP"
"CROCCL1"
"NBPF10"
"NBPF1"
"ESPNP"
"CROCCL1"
"NBPF10"
"CAP1"
"PPT1"
"BTBD8"
"ABHD7"
"BRDT"
"NGF"
"LOC647121"
"PPIAL4E"
"PPIAL4A"
"NBPF14"
"NBPF16"
"NBPF15"
"NBPF10"
"BOLA1"
"HIST2H4B"
"SV2A"
"PPIAL4E"
"HIST2H3A"
"FCGR1A"
"HIST2H2AA3"
"PPIAL4A"
"HIST2H2AB"
"NBPF14"
"HIST2H2AA4"
"HIST2H2AC"
"HIST2H2BE"
"HIST2H3D"
"NBPF16"
"LOC728855"
"NBPF15"
"HIST2H4A"
"HIST2H3C"
"NBPF10"
"PPIAL4C"
"HIST2H2BF"
"FCGR1C"
"PPIAL4A"
"LOC728855"
"PPIAL4C"
"FCGR1C"
"SELENBP1"
"RFX5"
"POGZ"
"PI4KB"
"ZNF687"
"PSMB4"
"LCE5A"
"LCE3A"
"LCE3B"
"LCE2C"
"LCE3E"
"LCE2D"
"LCE2B"
"LCE3C"
"LCE3D"
"CRCT1"
"LCE4A"
"KPRP"
"LCE2A"
"C1orf68"
"LCE1F"
"LOC641311"
"FCGR2B"
"HSPA6"
"HSPA7"
